,Unnamed: 0,Email,canales,Total de eventos,Eventos únicos,Valor del evento,Valor medio
169,169,lorenzopaez@carlos.com,Organic Search,3,1,0,0
170,170,victoria84@coll.com,Organic Search,3,3,0,0
171,171,guzmanruben@yahoo.com,Organic Search,3,3,0,0
172,172,corralandrea@bermejo-llobet.com,Organic Search,3,3,0,0
173,173,lorena11@miralles-ortiz.biz,Paid Search,3,1,0,0
174,174,davidalbero@yahoo.com,Paid Search,3,3,0,0
175,175,sanzjosefa@yahoo.com,Paid Search,3,3,0,0
176,176,ocarreras@arnal.com,(Other),3,3,0,0
177,177,bmoraleda@avila.com,Paid Search,3,1,0,0
178,178,jmachado@dominguez.net,Paid Search,3,1,0,0
179,179,ghidalgo@pablo.org,Organic Search,3,1,0,0
180,180,julia31@pi.com,Paid Search,3,3,0,0
181,181,aliciamanjon@hotmail.com,Organic Search,3,1,0,0
182,182,pedrogonzalez@cuenca.biz,Paid Search,3,3,0,0
183,183,rafaelazcona@mur-santiago.com,Paid Search,3,1,0,0
184,184,codinapedro@hotmail.com,Organic Search,3,3,0,0
185,185,osorioaitor@gmail.com,Paid Search,3,3,0,0
186,186,pedro32@carvajal.net,Organic Search,3,3,0,0
187,187,nadaladriana@hotmail.com,Paid Search,3,3,0,0
188,188,ygabaldon@llobet-valero.com,Organic Search,3,3,0,0
189,189,espanaagustin@gmail.com,Organic Search,3,3,0,0
190,190,yreina@saura.com,Paid Search,3,3,0,0
191,191,velazquezmargarita@hotmail.com,Organic Search,3,1,0,0
192,192,consuelotudela@llado-frutos.org,Organic Search,3,1,0,0
193,193,agustin43@olivares.com,Organic Search,3,1,0,0
194,194,paula95@hotmail.com,Paid Search,3,1,0,0
195,195,paularocha@belmonte.com,Direct,3,3,0,0
196,196,valenciaalvaro@oliveras-borrell.com,Paid Search,3,3,0,0
197,197,clarafeliu@yahoo.com,Direct,3,3,0,0
198,198,gloriavalencia@iborra.com,Organic Search,3,1,0,0
199,199,sebastiancanizares@salvador.com,Paid Search,3,1,0,0
200,200,rocioalberdi@chico.com,Paid Search,3,1,0,0
201,201,franciscomendoza@hotmail.com,Paid Search,3,1,0,0
202,202,lucia73@canovas-canete.com,Organic Search,3,1,0,0
203,203,amparo70@losada.com,Organic Search,3,3,0,0
204,204,barrosoelena@hotmail.com,Paid Search,3,1,0,0
205,205,inmaculadario@gmail.com,Organic Search,3,3,0,0
206,206,palacionoelia@prat-querol.com,Paid Search,3,3,0,0
207,207,alejandra19@blanes.com,Paid Search,3,1,0,0
208,208,kcollado@quero-estevez.com,Paid Search,3,1,0,0
209,209,murclaudia@gmail.com,Organic Search,3,3,0,0
210,210,sernamiriam@izquierdo.com,Paid Search,3,3,0,0
211,211,ebenitez@iborra.com,Direct,3,3,0,0
212,212,ivan61@pinedo.com,Direct,3,3,0,0
213,213,miguelemilio@casado.com,Paid Search,3,1,0,0
214,214,catalinaadan@yahoo.com,Direct,3,1,0,0
215,215,marc12@rio-novoa.com,Organic Search,3,3,0,0
216,216,lidia90@jerez.info,Organic Search,3,3,0,0
217,217,sebastian24@casado.net,Paid Search,3,1,0,0
218,218,gferrer@gmail.com,Organic Search,3,3,0,0
219,219,inesrosello@hotmail.com,Organic Search,3,1,0,0
220,220,rosarioarino@gmail.com,Paid Search,3,1,0,0
221,221,inesposada@luz-bayona.com,Organic Search,3,3,0,0
222,222,zdiez@yahoo.com,Organic Search,3,1,0,0
223,223,emiliapineiro@hotmail.com,Organic Search,3,3,0,0
224,224,snovoa@luna.com,Organic Search,3,1,0,0
225,225,tomas05@casanovas.com,Organic Search,3,3,0,0
226,226,marbosch@sanabria-carbo.org,Organic Search,3,1,0,0
227,227,cristinasole@pelayo.org,Paid Search,3,1,0,0
228,228,iglesiasblanca@hotmail.com,Paid Search,3,3,0,0
229,229,magdalena77@estevez-otero.com,Paid Search,3,1,0,0
230,230,ralcantara@marquez.com,Direct,3,3,0,0
231,231,ralcantara@marquez.com,Organic Search,3,1,0,0
232,232,dolive@yahoo.com,Paid Search,3,1,0,0
233,233,criadoaurora@hotmail.com,Paid Search,3,3,0,0
234,234,silvia31@davila.com,Organic Search,3,3,0,0
235,235,xrevilla@giron.net,Organic Search,3,3,0,0
236,236,ltello@gmail.com,Paid Search,3,1,0,0
237,237,diegofranch@yahoo.com,Direct,3,1,0,0
238,238,espinosasilvia@yahoo.com,Organic Search,3,1,0,0
239,239,aespinosa@yahoo.com,Organic Search,3,3,0,0
240,240,segarrasergio@gmail.com,Paid Search,3,1,0,0
241,241,sandragaray@hotmail.com,(Other),3,3,0,0
242,242,blanca21@gmail.com,Organic Search,3,1,0,0
243,243,ignaciocarpio@juarez-ibarra.com,(Other),3,1,0,0
244,244,sergiopalmer@gmail.com,Direct,3,1,0,0
245,245,garzonmaria@gmail.com,Direct,3,3,0,0
246,246,jose14@leon-lopez.org,Organic Search,3,3,0,0
247,247,juliogaya@gmail.com,Paid Search,3,1,0,0
248,248,cristina38@merino.org,Organic Search,3,1,0,0
249,249,epomares@lozano.com,Referral,3,1,0,0
250,250,arcojose-francisco@hotmail.com,Paid Search,3,3,0,0
251,251,daniela03@yahoo.com,Organic Search,3,3,0,0
252,252,oscarprats@gmail.com,Paid Search,3,1,0,0
253,253,alejandro51@pons-plaza.com,Paid Search,3,3,0,0
254,254,virginiacoello@hotmail.com,Organic Search,3,3,0,0
255,255,daguilar@montoya-villalonga.com,Paid Search,3,1,0,0
256,256,amatesther@arevalo-tejera.info,Paid Search,3,1,0,0
257,257,ocrespi@hotmail.com,Organic Search,3,1,0,0
258,258,saratorrecilla@peral-huertas.net,Organic Search,3,1,0,0
259,259,talmazan@yahoo.com,Organic Search,3,1,0,0
260,260,tcuenca@hotmail.com,Organic Search,3,3,0,0
261,261,emilioantunez@guerrero-cuervo.info,Direct,3,1,0,0
262,262,franciscosegovia@hotmail.com,Organic Search,3,3,0,0
263,263,gomezvictoria@pineiro.info,Organic Search,3,3,0,0
264,264,juanroig@guardia.biz,Organic Search,3,1,0,0
265,265,nebotmohamed@larranaga.com,Organic Search,3,3,0,0
266,266,stena@yahoo.com,Organic Search,3,3,0,0
267,267,asuncion60@yahoo.com,Paid Search,3,3,0,0
268,268,antonioamor@yahoo.com,Organic Search,3,1,0,0
269,269,catalanjordi@hotmail.com,Organic Search,3,1,0,0
270,270,nerea50@pineda.com,Organic Search,3,3,0,0
271,271,canellasdolores@jover.com,Direct,3,3,0,0
272,272,eva60@hotmail.com,Organic Search,3,1,0,0
273,273,ollerlorena@monreal-valentin.org,Paid Search,3,1,0,0
274,274,amparo80@yahoo.com,Organic Search,3,3,0,0
275,275,cabezassusana@hervas-estevez.net,Organic Search,3,3,0,0
276,276,jcarreras@gual.com,Organic Search,3,1,0,0
277,277,alvaro66@sanabria-cordero.com,Organic Search,3,1,0,0
278,278,alejandrosolano@yahoo.com,Organic Search,3,3,0,0
279,279,nvalverde@gmail.com,Paid Search,3,3,0,0
280,280,susana97@morante-anguita.com,Paid Search,3,3,0,0
281,281,tguitart@roda.net,Paid Search,3,1,0,0
282,282,andreagomez@rocha-oliver.com,(Other),3,3,0,0
283,283,herreragregorio@gmail.com,Organic Search,3,3,0,0
284,284,qferrero@prat.org,Organic Search,3,1,0,0
285,285,salazardolores@hotmail.com,Organic Search,3,1,0,0
286,286,rafael94@gmail.com,Paid Search,3,3,0,0
287,287,mireiapintor@yahoo.com,Paid Search,3,1,0,0
288,288,jmarquez@gmail.com,Paid Search,3,1,0,0
289,289,guardiolaoscar@gmail.com,Organic Search,3,3,0,0
290,290,pmas@gmail.com,Direct,3,3,0,0
291,291,antonio19@pastor.com,Paid Search,3,1,0,0
292,292,samuelruiz@alemany-montalban.net,Organic Search,3,1,0,0
293,293,dsanmiguel@yahoo.com,Organic Search,3,3,0,0
294,294,buendiadolores@gual-ferrera.info,Direct,3,3,0,0
295,295,elisasureda@gmail.com,Organic Search,3,1,0,0
296,296,elisa15@hotmail.com,(Other),3,3,0,0
297,297,vigiljulio@martin.com,Paid Search,3,3,0,0
298,298,daniela38@santamaria.net,Paid Search,3,3,0,0
299,299,eagullo@yahoo.com,Paid Search,3,1,0,0
300,300,giraltruben@hotmail.com,Organic Search,3,1,0,0
301,301,acevedoines@hotmail.com,Referral,3,3,0,0
302,302,crocha@vicente.com,Paid Search,3,3,0,0
303,303,fontmiguel-angel@pujadas.com,Paid Search,3,3,0,0
304,304,vicentaportillo@roma-noriega.com,Paid Search,3,1,0,0
305,305,brodenas@yahoo.com,Paid Search,3,3,0,0
306,306,rosa26@hotmail.com,Organic Search,3,3,0,0
307,307,sebastiannogues@yahoo.com,Organic Search,3,1,0,0
308,308,davidmatas@arregui.info,Direct,3,1,0,0
309,309,davidmatas@arregui.info,Organic Search,3,1,0,0
310,310,belenparedes@milla.org,Organic Search,3,1,0,0
311,311,reyescatalina@rosales.com,Direct,3,3,0,0
312,312,ricardocaro@bautista.info,Paid Search,3,3,0,0
313,313,ycorrea@hotmail.com,Organic Search,3,1,0,0
314,314,anayafatima@gmail.com,Organic Search,3,3,0,0
315,315,uamigo@yahoo.com,Organic Search,3,3,0,0
316,316,clementericardo@bejarano.info,Paid Search,3,1,0,0
317,317,luis-miguel90@blazquez.biz,Organic Search,3,1,0,0
318,318,tenacarla@gmail.com,Direct,3,1,0,0
319,319,fiolnerea@gmail.com,Organic Search,3,1,0,0
320,320,fiolnerea@gmail.com,Paid Search,3,3,0,0
321,321,estradagabriel@cabo-espanol.org,Paid Search,3,3,0,0
322,322,jorgesacristan@hotmail.com,Paid Search,3,3,0,0
323,323,juliaarenas@yahoo.com,Direct,3,1,0,0
324,324,znavarro@adadia-llano.org,Paid Search,3,1,0,0
325,325,jose-manuelvillanueva@hotmail.com,Direct,3,1,0,0
326,326,javier28@cortes-recio.com,Paid Search,3,1,0,0
327,327,andreapinol@hotmail.com,Paid Search,3,3,0,0
328,328,felipe04@segarra.biz,Referral,3,1,0,0
329,329,vgiron@yahoo.com,Paid Search,3,1,0,0
330,330,olgaprieto@batlle-frias.com,Organic Search,3,3,0,0
331,331,mesagabriel@verdu.org,Paid Search,3,1,0,0
332,332,olleralicia@flor-pintor.com,Organic Search,3,3,0,0
333,333,begona27@ponce.com,Organic Search,3,1,0,0
334,334,rafael12@yahoo.com,Organic Search,3,1,0,0
335,335,rodrigo30@rosello.net,Organic Search,3,3,0,0
336,336,xvalbuena@yahoo.com,Organic Search,3,3,0,0
337,337,baguado@gmail.com,Organic Search,3,1,0,0
338,338,gregorioespana@torre.com,Paid Search,3,3,0,0
339,339,yalegre@arana.net,Organic Search,3,3,0,0
340,340,pinillaeugenia@tejero.com,Paid Search,3,1,0,0
341,341,wnovoa@alberto.org,Organic Search,3,1,0,0
342,342,sergio35@pablo.biz,Organic Search,3,1,0,0
343,343,valderramajulio@gmail.com,Paid Search,3,3,0,0
344,344,casaresvanesa@marino.com,Organic Search,3,3,0,0
345,345,casaresvanesa@marino.com,Paid Search,3,3,0,0
346,346,ogamez@hotmail.com,Paid Search,3,3,0,0
347,347,vanesa11@berenguer.biz,Organic Search,3,1,0,0
348,348,xpedrosa@yahoo.com,Organic Search,3,3,0,0
349,349,rodrigofrancisco-javier@gmail.com,Organic Search,3,1,0,0
350,350,belenespejo@yahoo.com,Organic Search,3,1,0,0
351,351,marta68@manrique.com,Organic Search,3,1,0,0
352,352,mendezramon@porcel.org,Paid Search,3,3,0,0
353,353,juan-manuel21@guijarro-duarte.biz,Organic Search,3,3,0,0
354,354,juan08@barranco-carro.com,Organic Search,3,1,0,0
355,355,oliveluisa@nogues.com,Organic Search,3,3,0,0
356,356,carolinacarlos@alegre-iriarte.biz,Organic Search,3,3,0,0
357,357,jcortes@tovar.net,Paid Search,3,1,0,0
358,358,paezaurora@gmail.com,Organic Search,3,1,0,0
359,359,villalongaantonia@bastida.org,Organic Search,3,3,0,0
360,360,cabezasmarta@maldonado.com,Paid Search,3,3,0,0
361,361,carla81@gmail.com,Paid Search,3,1,0,0
362,362,umayol@hotmail.com,Paid Search,3,3,0,0
363,363,asuncion12@somoza.biz,Organic Search,3,3,0,0
364,364,jmayoral@haro-carreras.net,Paid Search,3,3,0,0
365,365,vaguirre@carrillo.com,Paid Search,3,1,0,0
366,366,lourdes97@yahoo.com,Organic Search,3,3,0,0
367,367,emiliobarragan@yahoo.com,Paid Search,3,1,0,0
368,368,tjove@serna.info,Organic Search,3,3,0,0
369,369,odonaire@hotmail.com,Paid Search,3,1,0,0
370,370,juliaandres@espada.org,Paid Search,3,3,0,0
371,371,ramoncueto@guzman.info,Organic Search,3,1,0,0
372,372,emilia97@sancho-toledo.org,Paid Search,3,1,0,0
373,373,enriquedominguez@gmail.com,Organic Search,3,1,0,0
374,374,victoriabarrera@arcos.info,Paid Search,3,1,0,0
375,375,celia05@robles-chacon.com,Paid Search,3,3,0,0
376,376,hpalmer@salas.com,Organic Search,3,1,0,0
377,377,bonillaalejandro@cabeza.com,Organic Search,3,1,0,0
378,378,raulsalgado@iborra.com,Direct,3,3,0,0
379,379,jose-angelcardona@yahoo.com,Paid Search,3,3,0,0
380,380,clarabauza@rovira-sastre.com,Referral,3,3,0,0
381,381,brionessamuel@yahoo.com,Paid Search,3,1,0,0
382,382,alicia68@portero.net,Organic Search,3,1,0,0
383,383,lluchsonia@hotmail.com,Paid Search,3,3,0,0
384,384,marcomariano@exposito.com,(Other),3,1,0,0
385,385,tmayo@yahoo.com,Paid Search,3,1,0,0
386,386,samuelvinas@calderon.net,Paid Search,3,3,0,0
387,387,maria49@gmail.com,Paid Search,3,1,0,0
388,388,gloriaverdejo@hotmail.com,Paid Search,3,3,0,0
389,389,aurora17@gmail.com,Paid Search,3,3,0,0
390,390,roberto79@escriva.com,Paid Search,3,3,0,0
391,391,zlloret@canas.com,Organic Search,3,3,0,0
392,392,mascarocarlos@llanos.net,Organic Search,3,1,0,0
393,393,xcarbonell@hotmail.com,Paid Search,3,1,0,0
394,394,margarita46@cadenas-abella.com,Organic Search,3,3,0,0
395,395,sofia87@ferreras-arnaiz.com,Organic Search,3,1,0,0
396,396,llopisricardo@gmail.com,Organic Search,3,1,0,0
397,397,maria61@hotmail.com,Referral,3,1,0,0
398,398,vicentafonseca@bas.com,Organic Search,3,3,0,0
399,399,sandra84@solsona.com,Organic Search,3,3,0,0
400,400,cabezaaitor@valverde.org,Organic Search,3,3,0,0
401,401,emilio43@zapata.com,Organic Search,3,1,0,0
402,402,beatrizescudero@cabrero.org,Organic Search,3,1,0,0
403,403,juana08@cabeza.biz,Organic Search,3,3,0,0
404,404,juana91@manzanares.com,Organic Search,3,3,0,0
405,405,celiamarcos@garmendia-berrocal.com,Paid Search,3,1,0,0
406,406,jose-ignacio44@gmail.com,Organic Search,3,1,0,0
407,407,ocanajorge@casal.com,Organic Search,3,1,0,0
408,408,olga30@yahoo.com,Organic Search,3,3,0,0
409,409,villalobosalex@gmail.com,Paid Search,3,3,0,0
410,410,alfredo18@hotmail.com,Paid Search,3,3,0,0
411,411,asenjomireia@gmail.com,Organic Search,3,3,0,0
412,412,larajuan-carlos@gmail.com,Paid Search,3,3,0,0
413,413,villalbaalfonso@miro.com,Paid Search,3,1,0,0
414,414,magdalena16@gmail.com,Paid Search,3,3,0,0
415,415,roldanalfredo@feliu-hervas.com,Paid Search,3,1,0,0
416,416,xmaza@hotmail.com,Paid Search,3,3,0,0
417,417,martintejera@gmail.com,Paid Search,3,1,0,0
418,418,alvarozurita@hotmail.com,Direct,3,1,0,0
419,419,ysebastian@hotmail.com,Referral,3,3,0,0
420,420,xblanes@hotmail.com,Organic Search,3,1,0,0
421,421,inessantana@gmail.com,Paid Search,3,1,0,0
422,422,herviamargarita@hotmail.com,Organic Search,3,3,0,0
423,423,luisluis@hotmail.com,Direct,3,1,0,0
424,424,fernando55@gmail.com,Organic Search,3,3,0,0
425,425,remedios61@muro.info,Organic Search,3,3,0,0
426,426,jovemiguel-angel@gmail.com,Paid Search,3,3,0,0
427,427,andrea86@leon.org,Organic Search,3,3,0,0
428,428,psalom@gmail.com,Organic Search,3,3,0,0
429,429,bdiaz@yahoo.com,Paid Search,3,3,0,0
430,430,ferrerascarlos@lopez-velasco.com,Paid Search,3,3,0,0
431,431,cortinajuan-jose@gmail.com,Paid Search,3,3,0,0
432,432,carlosbravo@benavides.com,Organic Search,3,3,0,0
433,433,francisco17@fernandez-coloma.com,Direct,3,3,0,0
434,434,jose-luis56@gmail.com,Paid Search,3,3,0,0
435,435,consuelo55@hotmail.com,Paid Search,3,3,0,0
436,436,noriegaalvaro@gmail.com,Paid Search,3,1,0,0
437,437,marinaalcantara@arevalo.biz,(Other),3,3,0,0
438,438,davidespinosa@roca.com,Paid Search,3,3,0,0
439,439,pablo92@yahoo.com,Organic Search,3,1,0,0
440,440,miguel17@hotmail.com,Organic Search,3,1,0,0
441,441,olga70@cerro.com,Paid Search,3,1,0,0
442,442,rociobaez@lucas.info,Organic Search,3,1,0,0
443,443,uamigo@uriarte.com,Organic Search,3,3,0,0
444,444,soleirene@manso-agusti.com,Organic Search,3,3,0,0
445,445,aurora48@yahoo.com,Paid Search,3,3,0,0
446,446,manuela29@ayllon-morante.com,Paid Search,3,3,0,0
447,447,olga24@hotmail.com,Organic Search,3,1,0,0
448,448,amaldonado@hotmail.com,Paid Search,3,1,0,0
449,449,zortiz@barreda.biz,Organic Search,3,1,0,0
